,RecordID,StateCode,LabelerCode,ProductCode,PackageSize,PeriodCovered,FDAListName,UnitsReimbursed,NumberRx,TotalAmountReimbursed,MedicaidAmountReimbursed,Non-MedicaidAmountReimbursed
108859,FFSU,XX,63323.0,412.0,2.0,20133.0,MIDAZOLAM ,407.6,196.0,3782.97,3759.86,23.11
108860,FFSU,XX,63323.0,412.0,2.0,20134.0,MIDAZOLAM ,269.4,131.0,458.62,438.8,19.82
108861,FFSU,XX,63323.0,412.0,5.0,20131.0,MIDAZOLAM ,57.4,9.0,224.22,224.22,0.0
108862,FFSU,XX,63323.0,412.0,5.0,20132.0,MIDAZOLAM ,25.0,3.0,74.78,74.78,0.0
108863,FFSU,XX,63323.0,412.0,5.0,20133.0,MIDAZOLAM ,4.8,8.0,1164.93,92.98,1071.95
108864,FFSU,XX,63323.0,412.0,5.0,20134.0,MIDAZOLAM ,3.0,4.0,15.57,15.57,0.0
108865,FFSU,XX,63323.0,412.0,10.0,20131.0,MIDAZOLAM ,204.8,34.0,524.44,524.44,0.0
108866,FFSU,XX,63323.0,412.0,10.0,20132.0,MIDAZOLAM ,276.8,47.0,720.08,525.96,194.12
108867,FFSU,XX,63323.0,412.0,10.0,20133.0,MIDAZOLAM ,210.4,11.0,492.4,207.69,284.71
108868,FFSU,XX,63323.0,412.0,10.0,20134.0,MIDAZOLAM ,54.6,8.0,207.61,196.52,11.09
108869,FFSU,XX,63323.0,412.0,25.0,20131.0,MIDAZOLAM ,205.2,75.0,579.53,579.53,0.0
108870,FFSU,XX,63323.0,412.0,25.0,20132.0,MIDAZOLAM ,264.2,56.0,534.82,517.16,17.66
108871,FFSU,XX,63323.0,412.0,25.0,20133.0,MIDAZOLAM ,350.4,65.0,1002.35,463.34,539.01
108872,FFSU,XX,63323.0,412.0,25.0,20134.0,MIDAZOLAM ,244.2,48.0,292.24,290.06,2.18
109797,FFSU,XX,63459.0,412.0,1.0,20131.0,GABITRIL 1,420.0,7.0,3567.51,3567.51,0.0
109798,FFSU,XX,63459.0,412.0,1.0,20132.0,GABITRIL 1,270.0,4.0,2121.87,2121.87,0.0
109799,FFSU,XX,63459.0,412.0,1.0,20133.0,GABITRIL 1,180.0,3.0,1538.49,1538.49,0.0
109800,FFSU,XX,63459.0,412.0,1.0,20134.0,GABITRIL 1,60.0,1.0,512.83,512.83,0.0
109801,FFSU,XX,63459.0,412.0,30.0,20131.0,GABITRIL 1,24694.0,382.0,203720.9,186261.49,17459.41
109802,FFSU,XX,63459.0,412.0,30.0,20132.0,GABITRIL 1,24820.0,388.0,204829.15,187267.19,17561.96
109803,FFSU,XX,63459.0,412.0,30.0,20133.0,GABITRIL 1,24008.0,392.0,196781.43,186411.9,10369.53
109804,FFSU,XX,63459.0,412.0,30.0,20134.0,GABITRIL 1,24076.0,391.0,197614.88,189556.5,8058.38
118318,FFSU,XX,66993.0,412.0,30.0,20131.0,OMEPRAZOLE,2557.0,66.0,21523.52,20039.36,1484.16
118319,FFSU,XX,66993.0,412.0,30.0,20132.0,OMEPRAZOLE,2640.0,64.0,21493.29,20348.92,1144.37
118320,FFSU,XX,66993.0,412.0,30.0,20133.0,OMEPRAZOLE,2788.0,72.0,21380.05,20765.27,614.78
118321,FFSU,XX,66993.0,412.0,30.0,20134.0,OMEPRAZOLE,2613.0,72.0,16210.25,14476.53,1733.72
122005,FFSU,XX,68084.0,412.0,1.0,20133.0,LORAZEPAM ,100.0,1.0,15.15,15.15,0.0
122006,FFSU,XX,68084.0,412.0,1.0,20134.0,LORAZEPAM ,334.0,9.0,55.8,54.8,1.0
123472,FFSU,XX,68180.0,412.0,6.0,20132.0,IRBESARTAN,1569.0,53.0,1212.38,980.17,232.21
123473,FFSU,XX,68180.0,412.0,6.0,20133.0,IRBESARTAN,4412.0,145.0,3152.11,2667.37,484.74
123474,FFSU,XX,68180.0,412.0,6.0,20134.0,IRBESARTAN,5606.0,170.0,3488.3,3047.55,440.75
123475,FFSU,XX,68180.0,412.0,9.0,20132.0,IRBESARTAN,332.0,11.0,228.97,221.24,7.73
123476,FFSU,XX,68180.0,412.0,9.0,20133.0,IRBESARTAN,978.0,32.0,712.48,639.86,72.62
123477,FFSU,XX,68180.0,412.0,9.0,20134.0,IRBESARTAN,1866.0,56.0,1101.19,1062.49,38.7
125148,FFSU,XX,68382.0,412.0,1.0,20131.0,OMEPRAZOLE,15.0,1.0,6.48,6.48,0.0
125149,FFSU,XX,68382.0,412.0,1.0,20132.0,OMEPRAZOLE,105.0,4.0,16.51,16.51,0.0
125150,FFSU,XX,68382.0,412.0,1.0,20133.0,OMEPRAZOLE,749.5,45.0,519.96,507.9,12.06
125151,FFSU,XX,68382.0,412.0,1.0,20134.0,OMEPRAZOLE,47932.5,1391.0,11916.66,11614.59,302.07
125152,FFSU,XX,68382.0,412.0,6.0,20131.0,OMEPRAZOLE,360789.0,9274.0,106473.49,96797.34,9676.15
125153,FFSU,XX,68382.0,412.0,6.0,20132.0,OMEPRAZOLE,69423.0,1994.0,21973.98,20275.96,1698.02
125154,FFSU,XX,68382.0,412.0,6.0,20133.0,OMEPRAZOLE,95574.5,2695.0,30372.34,27803.11,2569.23
125155,FFSU,XX,68382.0,412.0,6.0,20134.0,OMEPRAZOLE,124441.5,3532.0,35545.57,33424.96,2120.61
125156,FFSU,XX,68382.0,412.0,10.0,20131.0,OMEPRAZOLE,1303882.5,32982.0,372249.29,341497.57,30751.72
125157,FFSU,XX,68382.0,412.0,10.0,20132.0,OMEPRAZOLE,3590699.083,90313.0,1031331.82,977613.5,53718.32
125158,FFSU,XX,68382.0,412.0,10.0,20133.0,OMEPRAZOLE,3633299.2860000003,91087.0,1081643.38,1001446.9,80196.48
125159,FFSU,XX,68382.0,412.0,10.0,20134.0,OMEPRAZOLE,3649459.747,92008.0,957174.43,903677.4,53497.03
126092,FFSU,XX,68462.0,412.0,34.0,20132.0,BENZOYL PE,680.0,2.0,143.0,143.0,0.0
126093,FFSU,XX,68462.0,412.0,38.0,20132.0,BENZOYL PE,170.0,1.0,40.73,40.73,0.0
126094,FFSU,XX,68462.0,412.0,38.0,20133.0,BENZOYL PE,170.0,1.0,39.92,39.92,0.0
126095,FFSU,XX,68462.0,412.0,38.0,20134.0,BENZOYL PE,170.0,1.0,39.92,39.92,0.0
127146,FFSU,XX,76282.0,412.0,30.0,20134.0,FINASTERID,114.0,12.0,61.11,61.11,0.0
151832,MCOU,XX,186.0,412.0,1.0,20133.0,POLOCAINE ,3.0,1.0,12.1,12.1,0.0
154836,MCOU,XX,310.0,412.0,60.0,20131.0,ZAFIRLUKAS,9713.0,183.0,12449.89,12449.89,0.0
154837,MCOU,XX,310.0,412.0,60.0,20132.0,ZAFIRLUKAS,2878.0,56.0,3575.6,3575.6,0.0
154838,MCOU,XX,310.0,412.0,60.0,20133.0,ZAFIRLUKAS,90.0,2.0,123.65,123.65,0.0
154839,MCOU,XX,310.0,412.0,60.0,20134.0,ZAFIRLUKAS,420.0,8.0,446.43,446.43,0.0
156339,MCOU,XX,378.0,412.0,1.0,20131.0,FLUVOXAMIN,64874.955,1327.0,38046.55,36546.46,1500.09
156340,MCOU,XX,378.0,412.0,1.0,20132.0,FLUVOXAMIN,63515.5,1456.0,32727.86,32097.31,630.55
156341,MCOU,XX,378.0,412.0,1.0,20133.0,FLUVOXAMIN,61323.97,1288.0,31107.46,30297.92,809.54
156342,MCOU,XX,378.0,412.0,1.0,20134.0,FLUVOXAMIN,58367.0,1236.0,29392.49,28597.67,794.82
169252,MCOU,XX,574.0,412.0,2.0,20131.0,POLYETHYLE,7729351.467999999,26132.0,365282.93,362504.34,2778.59
169253,MCOU,XX,574.0,412.0,2.0,20132.0,POLYETHYLE,5725707.0,21503.0,282858.29,280392.43,2465.86
169254,MCOU,XX,574.0,412.0,2.0,20133.0,POLYETHYLE,5414828.0,20197.0,268520.63,266906.01,1614.62
169255,MCOU,XX,574.0,412.0,2.0,20134.0,POLYETHYLE,5808547.725,21656.0,292619.51,290754.91,1864.6
169256,MCOU,XX,574.0,412.0,5.0,20131.0,POLYETHYLE,27262627.101,48848.0,1243736.1,1233969.83,9766.27
169257,MCOU,XX,574.0,412.0,5.0,20132.0,POLYETHYLE,23369051.702,42861.0,1065038.17,1055367.85,9670.32
169258,MCOU,XX,574.0,412.0,5.0,20133.0,POLYETHYLE,19097238.917,34944.0,884247.84,877976.34,6271.5
169259,MCOU,XX,574.0,412.0,5.0,20134.0,POLYETHYLE,19914547.372,36371.0,935178.09,927144.73,8033.36
169260,MCOU,XX,574.0,412.0,7.0,20131.0,POLYETHYLE,922074.0240000001,9092.0,469603.45,467641.43,1962.02
169261,MCOU,XX,574.0,412.0,7.0,20132.0,POLYETHYLE,1183258.517,9520.0,469640.21,466268.21,3372.0
169262,MCOU,XX,574.0,412.0,7.0,20133.0,POLYETHYLE,1248689.0,9662.0,505154.14,503590.24,1563.9
169263,MCOU,XX,574.0,412.0,7.0,20134.0,POLYETHYLE,1293036.972,10351.0,487672.56,483222.58,4449.98
189812,MCOU,XX,16571.0,412.0,10.0,20131.0,CIPROFLOXA,200485.15899999999,11298.0,63293.58,60962.29,2331.29
189813,MCOU,XX,16571.0,412.0,10.0,20132.0,CIPROFLOXA,187300.0,11369.0,63227.61,61024.79,2202.82
189814,MCOU,XX,16571.0,412.0,10.0,20133.0,CIPROFLOXA,184946.0,11309.0,58268.26,56372.23,1896.03
189815,MCOU,XX,16571.0,412.0,10.0,20134.0,CIPROFLOXA,163522.0,10029.0,48829.62,47318.86,1510.76
189816,MCOU,XX,16571.0,412.0,50.0,20131.0,CIPROFLOXA,119295.12599999999,7075.0,42926.05,41301.05,1625.0
189817,MCOU,XX,16571.0,412.0,50.0,20132.0,CIPROFLOXA,130809.0,8103.0,47470.14,45626.98,1843.16
189818,MCOU,XX,16571.0,412.0,50.0,20133.0,CIPROFLOXA,139648.0,8672.0,45320.21,44681.44,638.77
189819,MCOU,XX,16571.0,412.0,50.0,20134.0,CIPROFLOXA,148471.986,9185.0,48806.49,46724.51,2081.98
192618,MCOU,XX,23635.0,412.0,1.0,20131.0,EXALGO TAB,11282.0,211.0,168161.29,167686.13,475.16
192619,MCOU,XX,23635.0,412.0,1.0,20132.0,EXALGO TAB,9422.0,224.0,170488.57,165271.98,5216.59
192620,MCOU,XX,23635.0,412.0,1.0,20133.0,EXALGO TAB,11902.001,271.0,202924.96,194343.19,8581.77
192621,MCOU,XX,23635.0,412.0,1.0,20134.0,EXALGO TAB,9111.0,237.0,154644.59,145084.62,9559.97
192907,MCOU,XX,24208.0,412.0,1.0,20132.0,VITRASERT ,1.0,1.0,16800.0,16800.0,0.0
200408,MCOU,XX,39822.0,412.0,1.0,20131.0,TOBRAMYCIN,191.0,24.0,28506.05,26842.4,1663.65
200409,MCOU,XX,39822.0,412.0,1.0,20132.0,TOBRAMYCIN,192.0,29.0,25447.07,21505.39,3941.68
200410,MCOU,XX,39822.0,412.0,1.0,20133.0,TOBRAMYCIN,238.0,24.0,26323.32,20733.05,5590.27
200411,MCOU,XX,39822.0,412.0,1.0,20134.0,TOBRAMYCIN,138.437,32.0,26161.58,23782.76,2378.82
200412,MCOU,XX,39822.0,412.0,6.0,20131.0,TOBRAMYCIN,174.813,49.0,36230.44,35107.71,1122.73
200413,MCOU,XX,39822.0,412.0,6.0,20132.0,TOBRAMYCIN,364.0,27.0,33883.03,32754.3,1128.73
200414,MCOU,XX,39822.0,412.0,6.0,20133.0,TOBRAMYCIN,103.02600000000001,21.0,18359.93,18352.93,7.0
200415,MCOU,XX,39822.0,412.0,6.0,20134.0,TOBRAMYCIN,98.015,19.0,18306.11,17151.72,1154.39
201125,MCOU,XX,42546.0,412.0,11.0,20131.0,PRUCLAIR N,100.0,1.0,91.66,91.66,0.0
201126,MCOU,XX,42546.0,412.0,11.0,20132.0,PRUCLAIR N,300.0,3.0,274.98,274.98,0.0
201127,MCOU,XX,42546.0,412.0,11.0,20134.0,PRUCLAIR N,200.0,2.0,183.32,183.32,0.0
203870,MCOU,XX,45963.0,412.0,61.0,20131.0,HYDROCORTI,2644.98,181.0,24626.51,24443.33,183.18
203871,MCOU,XX,45963.0,412.0,61.0,20132.0,HYDROCORTI,2152.0,203.0,28267.49,27446.28,821.21
203872,MCOU,XX,45963.0,412.0,61.0,20133.0,HYDROCORTI,1809.98,179.0,23130.82,22723.98,406.84
203873,MCOU,XX,45963.0,412.0,61.0,20134.0,HYDROCORTI,1772.98,182.0,21923.74,21882.24,41.5
204640,MCOU,XX,46987.0,412.0,11.0,20131.0,KADIAN ORA,1085.0,19.0,15715.09,15703.09,12.0
204641,MCOU,XX,46987.0,412.0,11.0,20132.0,KADIAN ORA,1735.0,31.0,26644.79,23637.37,3007.42
204642,MCOU,XX,46987.0,412.0,11.0,20133.0,KADIAN ORA,1620.0,30.0,27020.84,24779.67,2241.17
204643,MCOU,XX,46987.0,412.0,11.0,20134.0,KADIAN ER ,930.0,18.0,15139.43,12284.4,2855.03
208253,MCOU,XX,49884.0,412.0,1.0,20134.0,URSODIOL 2,2425.0,27.0,3510.41,3394.89,115.52
210224,MCOU,XX,50419.0,412.0,1.0,20131.0,** FROM CL,1.0,1.0,738.2,738.2,0.0
212282,MCOU,XX,51079.0,412.0,3.0,20131.0,ATORVASTAT,270.0,11.0,248.35,245.35,3.0
212283,MCOU,XX,51079.0,412.0,3.0,20132.0,ATORVASTAT,123.0,9.0,614.83,614.83,0.0
212284,MCOU,XX,51079.0,412.0,3.0,20133.0,ATORVASTAT,60.0,2.0,28.5,27.5,1.0
212285,MCOU,XX,51079.0,412.0,3.0,20134.0,ATORVASTAT,32.0,3.0,41.62,41.62,0.0
221334,MCOU,XX,55390.0,412.0,1.0,20131.0,HALOPERIDO,3.0,1.0,11.68,11.68,0.0
221335,MCOU,XX,55390.0,412.0,1.0,20133.0,HALOPERIDO,2.0,2.0,13.28,13.28,0.0
221336,MCOU,XX,55390.0,412.0,5.0,20133.0,HALOPERIDO,4.0,1.0,14.57,10.92,3.65
235673,MCOU,XX,63323.0,412.0,2.0,20131.0,MIDAZOLAM ,3.0,2.0,31.12,31.12,0.0
235674,MCOU,XX,63323.0,412.0,2.0,20132.0,MIDAZOLAM ,23.2,8.0,69.51,49.85,19.66
235675,MCOU,XX,63323.0,412.0,2.0,20133.0,MIDAZOLAM ,131.4,33.0,2105.84,2018.52,87.32
235676,MCOU,XX,63323.0,412.0,2.0,20134.0,MIDAZOLAM ,92.2,24.0,385.23,299.77,85.46
235677,MCOU,XX,63323.0,412.0,5.0,20131.0,MIDAZOLAM ,32.0,3.0,177.41,93.82,83.59
235678,MCOU,XX,63323.0,412.0,5.0,20132.0,MIDAZOLAM ,16.2,5.0,302.86,183.66,119.2
235679,MCOU,XX,63323.0,412.0,5.0,20133.0,MIDAZOLAM ,6.0,2.0,66.12,66.12,0.0
235680,MCOU,XX,63323.0,412.0,5.0,20134.0,MIDAZOLAM ,5.0,1.0,9.86,9.86,0.0
235681,MCOU,XX,63323.0,412.0,10.0,20131.0,MIDAZOLAM ,213.8,28.0,667.75,450.33,217.42
235682,MCOU,XX,63323.0,412.0,10.0,20132.0,MIDAZOLAM ,173.4,22.0,920.86,702.28,218.58
235683,MCOU,XX,63323.0,412.0,10.0,20133.0,MIDAZOLAM ,147.0,21.0,425.95,291.73,134.22
235684,MCOU,XX,63323.0,412.0,10.0,20134.0,MIDAZOLAM ,194.6,25.0,470.99,218.22,252.77
235685,MCOU,XX,63323.0,412.0,25.0,20131.0,MIDAZOLAM ,80.2,53.0,299.41,299.41,0.0
235686,MCOU,XX,63323.0,412.0,25.0,20132.0,MIDAZOLAM ,94.4,51.0,146.46,135.82,10.64
235687,MCOU,XX,63323.0,412.0,25.0,20133.0,MIDAZOLAM ,110.0,63.0,287.37,287.37,0.0
235688,MCOU,XX,63323.0,412.0,25.0,20134.0,MIDAZOLAM ,85.0,49.0,1082.79,1074.9,7.89
236531,MCOU,XX,63459.0,412.0,1.0,20131.0,GABITRIL 1,90.0,3.0,744.13,744.13,0.0
236532,MCOU,XX,63459.0,412.0,1.0,20132.0,GABITRIL  ,91.0,3.0,756.03,756.03,0.0
236533,MCOU,XX,63459.0,412.0,1.0,20133.0,GABITRIL 1,123.0,4.0,981.91,981.91,0.0
236534,MCOU,XX,63459.0,412.0,30.0,20131.0,GABITRIL 1,11940.0,192.0,111979.7,102617.02,9362.68
236535,MCOU,XX,63459.0,412.0,30.0,20132.0,GABITRIL 1,12251.0,180.0,97547.18,97521.18,26.0
236536,MCOU,XX,63459.0,412.0,30.0,20133.0,GABITRIL 1,9062.0,141.0,76304.23,76270.03,34.2
236537,MCOU,XX,63459.0,412.0,30.0,20134.0,GABITRIL 1,11846.0,165.0,97625.44,97585.27,40.17
245231,MCOU,XX,66993.0,412.0,30.0,20131.0,OMEPRAZOLE,17914.568,484.0,152738.75,152725.75,13.0
245232,MCOU,XX,66993.0,412.0,30.0,20132.0,OMEPRAZOLE,16075.0,439.0,139003.94,138983.94,20.0
245233,MCOU,XX,66993.0,412.0,30.0,20133.0,OMEPRAZOLE,13332.0,376.0,120240.29,120222.29,18.0
245234,MCOU,XX,66993.0,412.0,30.0,20134.0,OMEPRAZOLE,12349.0,360.0,107837.92,107809.35,28.57
248601,MCOU,XX,68084.0,412.0,11.0,20134.0,LORAZEPAM ,2.0,1.0,2.72,2.72,0.0
249829,MCOU,XX,68180.0,412.0,6.0,20132.0,IRBESARTAN,1440.0,48.0,1381.48,1377.48,4.0
249830,MCOU,XX,68180.0,412.0,6.0,20133.0,IRBESARTAN,5998.0,209.0,5842.78,5800.38,42.4
249831,MCOU,XX,68180.0,412.0,6.0,20134.0,IRBESARTAN,8964.0,303.0,7038.65,6960.65,78.0
249832,MCOU,XX,68180.0,412.0,9.0,20132.0,IRBESARTAN,573.0,20.0,763.67,756.17,7.5
249833,MCOU,XX,68180.0,412.0,9.0,20133.0,IRBESARTAN,3527.0,120.0,4369.5,4334.0,35.5
249834,MCOU,XX,68180.0,412.0,9.0,20134.0,IRBESARTAN,4800.0,170.0,5271.0,5233.5,37.5
251505,MCOU,XX,68382.0,412.0,1.0,20133.0,OMEPRAZOLE,240.0,7.0,36.58,36.58,0.0
251506,MCOU,XX,68382.0,412.0,1.0,20134.0,OMEPRAZOLE,27906.0,782.0,10276.65,10138.65,138.0
251507,MCOU,XX,68382.0,412.0,6.0,20131.0,OMEPRAZOLE,384967.53799999994,10504.0,133894.39,133202.85,691.54
251508,MCOU,XX,68382.0,412.0,6.0,20132.0,OMEPRAZOLE,91047.33,2738.0,29521.71,29318.71,203.0
251509,MCOU,XX,68382.0,412.0,6.0,20133.0,OMEPRAZOLE,100108.165,3033.0,28805.29,28463.6,341.69
251510,MCOU,XX,68382.0,412.0,6.0,20134.0,OMEPRAZOLE,108500.52699999999,3320.0,32666.91,31964.35,702.56
251511,MCOU,XX,68382.0,412.0,10.0,20131.0,OMEPRAZOLE,1152414.686,30909.0,382898.82,380979.66,1919.16
251512,MCOU,XX,68382.0,412.0,10.0,20132.0,OMEPRAZOLE,3898752.95,105677.0,1255288.09,1246600.82,8687.27
251513,MCOU,XX,68382.0,412.0,10.0,20133.0,OMEPRAZOLE,3764411.49,103262.0,1199671.82,1191377.62,8294.2
251514,MCOU,XX,68382.0,412.0,10.0,20134.0,OMEPRAZOLE,3553704.317,98263.0,1052697.85,1032968.86,19728.99
252455,MCOU,XX,68462.0,412.0,34.0,20131.0,BENZOYL PE,680.0,2.0,137.08,137.08,0.0
252456,MCOU,XX,68462.0,412.0,38.0,20131.0,BENZOYL PE,1530.0,9.0,332.79,332.79,0.0
3686,FFSU,XX,24.0,610.0,30.0,20131.0,ELIGARD 30,205.25,171.0,144565.64,66112.9,78452.74
3687,FFSU,XX,24.0,610.0,30.0,20132.0,ELIGARD 30,240.0,208.0,185989.57,79587.23,106402.34
3688,FFSU,XX,24.0,610.0,30.0,20133.0,ELIGARD 30,235.5,187.0,169025.7,78906.27,90119.43
3689,FFSU,XX,24.0,610.0,30.0,20134.0,ELIGARD 30,222.75,183.0,160359.08,70308.27,90050.81
11138,FFSU,XX,78.0,610.0,15.0,20131.0,AMTURNIDE ,360.0,12.0,749.12,728.12,21.0
11139,FFSU,XX,78.0,610.0,15.0,20132.0,AMTURNIDE ,300.0,10.0,926.73,902.73,24.0
11140,FFSU,XX,78.0,610.0,15.0,20133.0,AMTURNIDE ,240.0,8.0,748.72,724.72,24.0
11141,FFSU,XX,78.0,610.0,15.0,20134.0,AMTURNIDE ,240.0,8.0,775.84,751.84,24.0
22430,FFSU,XX,178.0,610.0,1.0,20131.0,UROCIT-K 1,10532.0,112.0,9988.31,9873.04,115.27
22431,FFSU,XX,178.0,610.0,1.0,20132.0,UROCIT-K 1,8546.0,109.0,8719.23,8501.46,217.77
22432,FFSU,XX,178.0,610.0,1.0,20133.0,UROCIT-K 1,7823.0,97.0,8434.58,8393.06,41.52
22433,FFSU,XX,178.0,610.0,1.0,20134.0,UROCIT-K 1,7870.0,98.0,7955.38,7861.43,93.95
24164,FFSU,XX,186.0,610.0,1.0,20131.0,PRILOSEC F,22258.0,466.0,126574.37,112853.93,13720.44
24165,FFSU,XX,186.0,610.0,1.0,20132.0,PRILOSEC F,24150.0,545.0,143374.58,128687.77,14686.81
24166,FFSU,XX,186.0,610.0,1.0,20133.0,PRILOSEC F,30237.0,605.0,173929.25,153936.35,19992.9
24167,FFSU,XX,186.0,610.0,1.0,20134.0,PRILOSEC F,29816.0,635.0,172415.64,155368.95,17046.69
24882,FFSU,XX,225.0,610.0,23.0,20133.0,BENZEDREX ,1.0,1.0,5.19,5.19,0.0
57947,FFSU,XX,10019.0,610.0,1.0,20131.0,CEFAZOLIN ,9.5,11.0,22.0,22.0,0.0
57948,FFSU,XX,10019.0,610.0,1.0,20132.0,CEFAZOLIN ,5.0,5.0,3.75,3.75,0.0
57949,FFSU,XX,10019.0,610.0,10.0,20131.0,CEFAZOLIN ,40.0,1.0,2.81,0.44,2.37
57950,FFSU,XX,10019.0,610.0,10.0,20132.0,CEFAZOLIN ,1.0,1.0,0.55,0.55,0.0
62285,FFSU,XX,16252.0,610.0,1.0,20131.0,MOEXIPRIL ,60.0,2.0,30.82,30.82,0.0
70885,FFSU,XX,37205.0,610.0,26.0,20134.0,INTENSE CO,120.0,1.0,5.6,5.6,0.0
72457,FFSU,XX,38779.0,610.0,5.0,20131.0,COAL TAR S,257.0,4.0,125.1,125.1,0.0
72458,FFSU,XX,38779.0,610.0,5.0,20132.0,COAL TAR  ,200.0,2.0,55.38,55.38,0.0
72459,FFSU,XX,38779.0,610.0,5.0,20133.0,COAL TAR S,82.633,5.0,15.24,15.17,0.07
72460,FFSU,XX,38779.0,610.0,5.0,20134.0,COAL TAR S,138.65,5.0,263.62,30.74,232.88
72461,FFSU,XX,38779.0,610.0,8.0,20131.0,COAL TAR S,12.0,1.0,17.46,17.46,0.0
72462,FFSU,XX,38779.0,610.0,8.0,20132.0,COAL TAR S,72.0,2.0,38.67,37.67,1.0
72463,FFSU,XX,38779.0,610.0,8.0,20133.0,COAL TAR S,24.0,2.0,3.66,3.46,0.2
72464,FFSU,XX,38779.0,610.0,8.0,20134.0,COAL TAR S,500.0,1.0,51.99,50.99,1.0
75136,FFSU,XX,43538.0,610.0,60.0,20131.0,MORGIDOX 1,148.0,6.0,338.37,329.37,9.0
75137,FFSU,XX,43538.0,610.0,60.0,20134.0,MORGIDOX 2,2.0,2.0,29.14,29.14,0.0
79379,FFSU,XX,49348.0,610.0,36.0,20131.0,CALDYPHEN ,300.0,2.0,10.98,10.98,0.0
79380,FFSU,XX,49348.0,610.0,36.0,20132.0,CALDYPHEN ,180.0,1.0,8.43,8.43,0.0
79381,FFSU,XX,49348.0,610.0,36.0,20133.0,CALDYPHEN ,540.0,3.0,25.29,25.29,0.0
79382,FFSU,XX,49348.0,610.0,36.0,20134.0,CALDYPHEN ,360.0,2.0,16.86,16.86,0.0
82516,FFSU,XX,50242.0,610.0,1.0,20131.0,** FROM CL,85.0,3.0,1059.47,1059.47,0.0
82517,FFSU,XX,50242.0,610.0,1.0,20132.0,** FROM CL,60.0,2.0,747.82,747.82,0.0
96644,FFSU,XX,58980.0,610.0,30.0,20131.0,UREA      ,1700.0,13.0,259.63,259.63,0.0
96645,FFSU,XX,58980.0,610.0,30.0,20132.0,UREA 20% C,1190.0,10.0,187.77,186.77,1.0
96646,FFSU,XX,58980.0,610.0,30.0,20133.0,UREA 20% C,680.0,6.0,106.97,106.97,0.0
96647,FFSU,XX,58980.0,610.0,30.0,20134.0,UREA 20% C,1955.0,15.0,262.99,262.99,0.0
113834,FFSU,XX,64764.0,610.0,10.0,20131.0,OMONTYS 10,158.52,148.0,90712.79,84634.33,6078.46
113835,FFSU,XX,64764.0,610.0,10.0,20132.0,OMONTYS 10,204.82,98.0,108980.88,61086.12,47894.76
113836,FFSU,XX,64764.0,610.0,10.0,20133.0,OMONTYS 10,62.99,104.0,76282.89,22802.44,53480.45
113837,FFSU,XX,64764.0,610.0,10.0,20134.0,OMONTYS   ,9.25,18.0,10462.4,7724.34,2738.06
120491,FFSU,XX,68040.0,610.0,14.0,20131.0,VASCULERA ,480.0,9.0,1287.0,1263.0,24.0
120492,FFSU,XX,68040.0,610.0,14.0,20132.0,VASCULERA ,500.0,14.0,1334.73,1304.73,30.0
120493,FFSU,XX,68040.0,610.0,14.0,20133.0,VASCULERA ,241.0,8.0,638.24,626.24,12.0
120494,FFSU,XX,68040.0,610.0,14.0,20134.0,VASCULERA ,108.0,4.0,295.5,286.5,9.0
122678,FFSU,XX,68084.0,610.0,21.0,20132.0,OXYBUTYNIN,60.0,2.0,110.38,110.38,0.0
122679,FFSU,XX,68084.0,610.0,21.0,20133.0,OXYBUTYNIN,210.0,7.0,294.13,279.13,15.0
122680,FFSU,XX,68084.0,610.0,21.0,20134.0,OXYBUTYNIN,90.0,3.0,169.32,169.32,0.0
131047,MCOU,XX,24.0,610.0,30.0,20131.0,ELIGARD 30,8.25,9.0,7241.03,7241.03,0.0
131048,MCOU,XX,24.0,610.0,30.0,20132.0,ELIGARD 30,8.75,9.0,6690.8,6687.8,3.0
131049,MCOU,XX,24.0,610.0,30.0,20133.0,ELIGARD 30,17.5,11.0,9728.12,9728.12,0.0
131050,MCOU,XX,24.0,610.0,30.0,20134.0,ELIGARD 30,14.25,13.0,12506.45,12506.45,0.0
138448,MCOU,XX,78.0,610.0,15.0,20131.0,AMTURNIDE ,299.97,9.0,809.45,809.45,0.0
138449,MCOU,XX,78.0,610.0,15.0,20132.0,AMTURNIDE ,215.0,8.0,665.94,657.44,8.5
138450,MCOU,XX,78.0,610.0,15.0,20133.0,AMTURNIDE ,210.0,7.0,661.71,660.71,1.0
138451,MCOU,XX,78.0,610.0,15.0,20134.0,AMTURNIDE ,180.0,6.0,583.84,579.84,4.0
150000,MCOU,XX,178.0,610.0,1.0,20131.0,UROCIT-K 1,3030.0,27.0,2386.56,2370.91,15.65
150001,MCOU,XX,178.0,610.0,1.0,20132.0,UROCIT-K S,4190.0,34.0,3453.92,3418.87,35.05
150002,MCOU,XX,178.0,610.0,1.0,20133.0,UROCIT-K S,1760.0,15.0,1863.84,1844.79,19.05
150003,MCOU,XX,178.0,610.0,1.0,20134.0,UROCIT-K S,1631.0,17.0,1686.52,1614.2,72.32
151853,MCOU,XX,186.0,610.0,1.0,20131.0,PRILOSEC F,10090.91,247.0,56291.12,53128.7,3162.42
151854,MCOU,XX,186.0,610.0,1.0,20132.0,PRILOSEC F,12143.0,298.0,70869.83,69361.03,1508.8
151855,MCOU,XX,186.0,610.0,1.0,20133.0,PRILOSEC F,11302.0,259.0,65648.47,58830.49,6817.98
